unique_id,id,image_url
FM9T9Dg8bj9h9MW7k9HCQ,MST131,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST131.png,Standard,
FM9T9Dg8bj9h9MW7k9HCQ,MST131,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST131.png,Rainbow,
CqNB8MLzfCh6tRP6RRMdj,ENG025,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST-ENG/EN/ENG025.png,Standard,
CqNB8MLzfCh6tRP6RRMdj,LGS282,https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/LGS282-RF.webp,Rainbow,
CqNB8MLzfCh6tRP6RRMdj,MST095,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST095.png,Standard,
CqNB8MLzfCh6tRP6RRMdj,MST095,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST095_V2.png,Cold Foil,
dTKDHwdcrLNPPb6ktczmR,ARC123,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC123.png,Standard,First Edition
dTKDHwdcrLNPPb6ktczmR,ARC123,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC123.png,Rainbow,First Edition
dTKDHwdcrLNPPb6ktczmR,ARC123,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC123.png,Standard,Unlimited
dTKDHwdcrLNPPb6ktczmR,ARC123,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC123.png,Rainbow,Unlimited
tWKN9zRJdgFmpw6pmPmkR,ARC124,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC124.png,Standard,First Edition
tWKN9zRJdgFmpw6pmPmkR,ARC124,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC124.png,Rainbow,First Edition
tWKN9zRJdgFmpw6pmPmkR,ARC124,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC124.png,Standard,Unlimited
tWKN9zRJdgFmpw6pmPmkR,ARC124,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC124.png,Rainbow,Unlimited
WkDkrkTDzRnqWBh7WHJfh,ARC125,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC125.png,Standard,First Edition
WkDkrkTDzRnqWBh7WHJfh,ARC125,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC125.png,Rainbow,First Edition
WkDkrkTDzRnqWBh7WHJfh,ARC125,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC125.png,Standard,Unlimited
WkDkrkTDzRnqWBh7WHJfh,ARC125,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC125.png,Rainbow,Unlimited
6j7RrdTPfczH7PhHm8Brq,CRU104,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU104.png,Standard,First Edition
6j7RrdTPfczH7PhHm8Brq,CRU104,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU104.png,Rainbow,First Edition
6j7RrdTPfczH7PhHm8Brq,CRU104,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU104.png,Standard,Unlimited
6j7RrdTPfczH7PhHm8Brq,CRU104,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU104.png,Rainbow,Unlimited
C7jcJhrdpQTMfd7F79jK9,1HP186,https://storage.googleapis.com/fabmaster/media/images/1HP186.width-450.png,Standard,
C7jcJhrdpQTMfd7F79jK9,ARC005,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC005.png,Standard,First Edition
C7jcJhrdpQTMfd7F79jK9,ARC005,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC005.png,Cold Foil,First Edition
C7jcJhrdpQTMfd7F79jK9,ARC005,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC005.png,Standard,Unlimited
C7jcJhrdpQTMfd7F79jK9,ARC005,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC005.png,Rainbow,Unlimited
C7jcJhrdpQTMfd7F79jK9,FAB101,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB101.png,Gold Foil,
8TPwpCdF6GRn7cQRRGjQJ,ROS246,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS246.png,Standard,
8TPwpCdF6GRn7cQRRGjQJ,ROS246,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS246.png,Cold Foil,
mkTDPKqkm7cprrDzWbF9z,EVO013,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO013.png,Rainbow,
mkTDPKqkm7cprrDzWbF9z,EVO013,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO013.png,Cold Foil,
mkTDPKqkm7cprrDzWbF9z,FAB169,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB169.png,Gold Foil,
W7wh8hBkTd9ntjtFfqrdz,HVY222,https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY/EN/HVY222.png,Standard,
W7wh8hBkTd9ntjtFfqrdz,MON263,https://storage.googleapis.com/fabmaster/media/images/MON263.width-450.png,Standard,First Edition
W7wh8hBkTd9ntjtFfqrdz,MON263,https://storage.googleapis.com/fabmaster/media/images/MON263.width-450.png,Rainbow,First Edition
W7wh8hBkTd9ntjtFfqrdz,MON263,https://storage.googleapis.com/fabmaster/media/images/U-MON263.width-450.png,Standard,Unlimited
W7wh8hBkTd9ntjtFfqrdz,MON263,https://storage.googleapis.com/fabmaster/media/images/U-MON263.width-450.png,Rainbow,Unlimited
KjgnpjTfDBhndccFCCDHn,HVY223,https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY/EN/HVY223.png,Standard,
KjgnpjTfDBhndccFCCDHn,MON264,https://storage.googleapis.com/fabmaster/media/images/MON264.width-450.png,Standard,First Edition
KjgnpjTfDBhndccFCCDHn,MON264,https://storage.googleapis.com/fabmaster/media/images/MON264.width-450.png,Rainbow,First Edition
KjgnpjTfDBhndccFCCDHn,MON264,https://storage.googleapis.com/fabmaster/media/images/U-MON264.width-450.png,Standard,Unlimited
KjgnpjTfDBhndccFCCDHn,MON264,https://storage.googleapis.com/fabmaster/media/images/U-MON264.width-450.png,Rainbow,Unlimited
bTCfkj7Q8WQKHcnhGqHCr,HVY224,https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY/EN/HVY224.png,Standard,
bTCfkj7Q8WQKHcnhGqHCr,MON265,https://storage.googleapis.com/fabmaster/media/images/MON265.width-450.png,Standard,First Edition
bTCfkj7Q8WQKHcnhGqHCr,MON265,https://storage.googleapis.com/fabmaster/media/images/MON265.width-450.png,Rainbow,First Edition
bTCfkj7Q8WQKHcnhGqHCr,MON265,https://storage.googleapis.com/fabmaster/media/images/U-MON265.width-450.png,Standard,Unlimited
bTCfkj7Q8WQKHcnhGqHCr,MON265,https://storage.googleapis.com/fabmaster/media/images/U-MON265.width-450.png,Rainbow,Unlimited
KtgRgFrrFDpzMQDJLLMwt,DTD007,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD007_BACK.png,Standard,
KtgRgFrrFDpzMQDJLLMwt,DTD007,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD007_BACK_V2.png,Cold Foil,
BzkLdhrmkWpnbDBWNMJhp,HVY252,https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY/EN/HVY252.png,Standard,
BzkLdhrmkWpnbDBWNMJhp,HVY252,https://storage.googleapis.com/fabmaster/cardfaces/2023-HVY/EN/HVY252.png,Rainbow,
pLwDDWbJgbKkQCpzDrc7Q,DRO003,https://storage.googleapis.com/fabmaster/media/images/DRO003.width-450.png,Standard,
pLwDDWbJgbKkQCpzDrc7Q,UPR042,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR042.png,Standard,
pLwDDWbJgbKkQCpzDrc7Q,UPR042,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR042_B.png,Cold Foil,
pLwDDWbJgbKkQCpzDrc7Q,UPR042,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR042_CF.png,Cold Foil,
8rwTJkbzktjbhbQbPCKrc,FAB253,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB253.png,Gold Foil,
8rwTJkbzktjbhbQbPCKrc,ROS163,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS163.png,Rainbow,
8rwTJkbzktjbhbQbPCKrc,ROS163,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS163.png,Cold Foil,
HFnfqgNGj6JdDwMjDC7KQ,1HP304,https://storage.googleapis.com/fabmaster/media/images/1HP304.width-450.png,Standard,
HFnfqgNGj6JdDwMjDC7KQ,CRU160,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU160.png,Standard,First Edition
HFnfqgNGj6JdDwMjDC7KQ,CRU160,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU160.png,Cold Foil,First Edition
HFnfqgNGj6JdDwMjDC7KQ,CRU160,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU160.png,Standard,Unlimited
HFnfqgNGj6JdDwMjDC7KQ,CRU160,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU160.png,Rainbow,Unlimited
BhFQMNHMHH9ddMH86tqQ9,AUR005,https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/AUR005.webp,Standard,
w6BQnKDGdGkHCTzjF6htg,UPR173,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR173.png,Standard,
w6BQnKDGdGkHCTzjF6htg,UPR173,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR173.png,Rainbow,
cdTzctFmkNMpNK6HzT8nd,UPR174,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR174.png,Standard,
cdTzctFmkNMpNK6HzT8nd,UPR174,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR174.png,Rainbow,
PMwLzbCCndFwFww6nrzDf,UPR175,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR175.png,Standard,
PMwLzbCCndFwFww6nrzDf,UPR175,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR175.png,Rainbow,
jJchLwfJKhdhk8Hw7R6KP,1HP323,https://storage.googleapis.com/fabmaster/media/images/1HP323.width-450.png,Standard,
jJchLwfJKhdhk8Hw7R6KP,ARC132,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC132.png,Standard,First Edition
jJchLwfJKhdhk8Hw7R6KP,ARC132,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC132.png,Rainbow,First Edition
jJchLwfJKhdhk8Hw7R6KP,ARC132,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC132.png,Standard,Unlimited
jJchLwfJKhdhk8Hw7R6KP,ARC132,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC132.png,Rainbow,Unlimited
